plot,condition,co2,type,measurement,unit
Saltwater,1_flood,2048.3346504,tree,flux,umol_m2_s
Saltwater,1_flood,1827.4838112,tree,flux,umol_m2_s
Saltwater,1_flood,2181.0720846,tree,flux,umol_m2_s
Saltwater,2_postflood,65.97039666,tree,flux,umol_m2_s
Saltwater,2_postflood,1827.4838112,tree,flux,umol_m2_s
Saltwater,0_preflood,2646.3016842,tree,flux,umol_m2_s
Saltwater,0_preflood,2629.0363848,tree,flux,umol_m2_s
Saltwater,1_flood,2544.0170574000003,tree,flux,umol_m2_s
Saltwater,1_flood,2274.7860432,tree,flux,umol_m2_s
Saltwater,1_flood,2954.0077614,tree,flux,umol_m2_s
Saltwater,2_postflood,2736.9382314,tree,flux,umol_m2_s
Saltwater,2_postflood,2525.0276406,tree,flux,umol_m2_s
Control,0_preflood,919.1636100000001,tree,flux,umol_m2_s
Control,0_preflood,3091.6880388,tree,flux,umol_m2_s
Control,1_flood,724.3297001999999,tree,flux,umol_m2_s
Control,1_flood,703.3877898,tree,flux,umol_m2_s
Control,1_flood,939.9906624,tree,flux,umol_m2_s
Control,2_postflood,884.5314858,tree,flux,umol_m2_s
Control,2_postflood,643.6886298000001,tree,flux,umol_m2_s
Control,0_preflood,4113.3792552,tree,flux,umol_m2_s
Control,0_preflood,4711.801281,tree,flux,umol_m2_s
Control,1_flood,4169.563773000001,tree,flux,umol_m2_s
Control,1_flood,4454.0293704000005,tree,flux,umol_m2_s
Control,1_flood,4544.6273249999995,tree,flux,umol_m2_s
Control,2_postflood,4332.769461,tree,flux,umol_m2_s
Control,2_postflood,4040.0442252000003,tree,flux,umol_m2_s
Control,0_preflood,6026.063682,tree,flux,umol_m2_s
Control,0_preflood,6616.653023999999,tree,flux,umol_m2_s
Control,1_flood,6924.9747959999995,tree,flux,umol_m2_s
Control,1_flood,6570.063258,tree,flux,umol_m2_s
Control,1_flood,6954.462168,tree,flux,umol_m2_s
Control,2_postflood,6897.57147,tree,flux,umol_m2_s
Control,2_postflood,5985.5643864,tree,flux,umol_m2_s
Freshwater,0_preflood,2708.3589462,tree,flux,umol_m2_s
Freshwater,0_preflood,3285.091266,tree,flux,umol_m2_s
Freshwater,1_flood,3221.9356428,tree,flux,umol_m2_s
Freshwater,1_flood,3107.4623514,tree,flux,umol_m2_s
Freshwater,1_flood,4222.6143048,tree,flux,umol_m2_s
Freshwater,2_postflood,3899.4925145999996,tree,flux,umol_m2_s
Freshwater,2_postflood,3381.2149872,tree,flux,umol_m2_s
Freshwater,0_preflood,2939.1830225999997,tree,flux,umol_m2_s
Freshwater,0_preflood,3271.712373,tree,flux,umol_m2_s
Freshwater,1_flood,3207.3567486,tree,flux,umol_m2_s
Freshwater,1_flood,3542.4652494,tree,flux,umol_m2_s
Freshwater,1_flood,3950.893755,tree,flux,umol_m2_s
Freshwater,2_postflood,3496.4310228,tree,flux,umol_m2_s
Freshwater,2_postflood,3134.0048952,tree,flux,umol_m2_s
Saltwater,0_preflood,2078.648991,tree,flux,umol_m2_s
Saltwater,0_preflood,2326.6347942,tree,flux,umol_m2_s
Saltwater,1_flood,2062.9135452,tree,flux,umol_m2_s
Saltwater,1_flood,2071.6415676,tree,flux,umol_m2_s
Saltwater,1_flood,2712.1163070000002,tree,flux,umol_m2_s
Saltwater,2_postflood,2638.8158664,tree,flux,umol_m2_s
Saltwater,2_postflood,1871.8761306000001,tree,flux,umol_m2_s
Saltwater,0_preflood,3921.2705628,tree,flux,umol_m2_s
Saltwater,0_preflood,4817.452146,tree,flux,umol_m2_s
Saltwater,1_flood,4811.0351226,tree,flux,umol_m2_s
Saltwater,1_flood,4790.1259656,tree,flux,umol_m2_s
Saltwater,1_flood,5350.9321728,tree,flux,umol_m2_s
Saltwater,2_postflood,4590.9931626,tree,flux,umol_m2_s
Saltwater,2_postflood,4270.2673337999995,tree,flux,umol_m2_s
Saltwater,0_preflood,4098.6094908000005,tree,flux,umol_m2_s
Saltwater,0_preflood,5126.6564412,tree,flux,umol_m2_s
Saltwater,1_flood,4956.8240657999995,tree,flux,umol_m2_s
Saltwater,1_flood,4378.4308536,tree,flux,umol_m2_s
Saltwater,1_flood,4927.6073022,tree,flux,umol_m2_s
Saltwater,2_postflood,4980.9332868,tree,flux,umol_m2_s
Saltwater,2_postflood,4277.693886,tree,flux,umol_m2_s
Saltwater,0_preflood,3597.0947082000002,tree,flux,umol_m2_s
Saltwater,0_preflood,4155.750198000001,tree,flux,umol_m2_s
Saltwater,1_flood,4366.3788462,tree,flux,umol_m2_s
Saltwater,1_flood,3289.9624848000003,tree,flux,umol_m2_s
Saltwater,1_flood,4714.640667600001,tree,flux,umol_m2_s
Saltwater,2_postflood,4744.015375800001,tree,flux,umol_m2_s
Saltwater,2_postflood,3884.3279394000006,tree,flux,umol_m2_s
Control,0_preflood,1926.6855288000002,tree,flux,umol_m2_s
Control,0_preflood,6719.758248,tree,flux,umol_m2_s
Control,1_flood,6828.307296000001,tree,flux,umol_m2_s
Control,1_flood,6716.573526,tree,flux,umol_m2_s
Control,1_flood,7646.236548,tree,flux,umol_m2_s
Control,2_postflood,7461.907614000001,tree,flux,umol_m2_s
Control,2_postflood,6692.697102,tree,flux,umol_m2_s
Freshwater,0_preflood,7361.07102,tree,flux,umol_m2_s
Freshwater,0_preflood,7170.8924400000005,tree,flux,umol_m2_s
Freshwater,1_flood,7744.891812,tree,flux,umol_m2_s
Freshwater,1_flood,7089.08937,tree,flux,umol_m2_s
Freshwater,1_flood,8144.558568,tree,flux,umol_m2_s
Freshwater,2_postflood,8233.691904,tree,flux,umol_m2_s
Freshwater,2_postflood,7382.586696,tree,flux,umol_m2_s
Freshwater,0_preflood,5814.9099864,tree,flux,umol_m2_s
Freshwater,0_preflood,5882.5790658000005,tree,flux,umol_m2_s
Freshwater,1_flood,6559.336128,tree,flux,umol_m2_s
Freshwater,1_flood,6176.04411,tree,flux,umol_m2_s
Freshwater,1_flood,7498.341882,tree,flux,umol_m2_s
Freshwater,2_postflood,8278.258571999999,tree,flux,umol_m2_s
Freshwater,2_postflood,6310.192607999999,tree,flux,umol_m2_s
Freshwater,0_preflood,5994.160993799999,tree,flux,umol_m2_s
Freshwater,0_preflood,6750.460146,tree,flux,umol_m2_s
Freshwater,1_flood,7024.694436,tree,flux,umol_m2_s
Freshwater,1_flood,6976.2057780000005,tree,flux,umol_m2_s
Freshwater,1_flood,8311.683576,tree,flux,umol_m2_s
Freshwater,2_postflood,8088.850236,tree,flux,umol_m2_s
Freshwater,2_postflood,7692.301092000001,tree,flux,umol_m2_s
Freshwater,0_preflood,4254.2828028,tree,flux,umol_m2_s
Freshwater,0_preflood,4308.6822,tree,flux,umol_m2_s
Freshwater,1_flood,4537.3768362,tree,flux,umol_m2_s
Freshwater,1_flood,4413.7483164,tree,flux,umol_m2_s
Freshwater,1_flood,5067.7246602,tree,flux,umol_m2_s
Freshwater,2_postflood,4721.6905974,tree,flux,umol_m2_s
Freshwater,2_postflood,4835.8033164,tree,flux,umol_m2_s
Control,0_preflood,5237.3582903999995,tree,flux,umol_m2_s
Control,0_preflood,6510.808392000001,tree,flux,umol_m2_s
Control,1_flood,6740.424222,tree,flux,umol_m2_s
Control,1_flood,5526.8566014,tree,flux,umol_m2_s
Control,1_flood,6603.521544,tree,flux,umol_m2_s
Control,2_postflood,5395.923255,tree,flux,umol_m2_s
Control,2_postflood,3529.2969749999997,tree,flux,umol_m2_s
Freshwater,0_preflood,7102.509768,tree,flux,umol_m2_s
Freshwater,0_preflood,7760.838,tree,flux,umol_m2_s
Freshwater,1_flood,8680.056888,tree,flux,umol_m2_s
Freshwater,1_flood,5993.8670838,tree,flux,umol_m2_s
Freshwater,1_flood,10874.429838,tree,flux,umol_m2_s
Freshwater,2_postflood,9389.429646,tree,flux,umol_m2_s
Freshwater,2_postflood,7482.508788,tree,flux,umol_m2_s
Freshwater,0_preflood,8129.843658,tree,flux,umol_m2_s
Freshwater,0_preflood,8169.642036000001,tree,flux,umol_m2_s
Freshwater,1_flood,8772.63294,tree,flux,umol_m2_s
Freshwater,1_flood,6898.336241999999,tree,flux,umol_m2_s
Freshwater,1_flood,9793.402398,tree,flux,umol_m2_s
Freshwater,2_postflood,9296.07045,tree,flux,umol_m2_s
Freshwater,2_postflood,8146.03401,tree,flux,umol_m2_s
Saltwater,0_preflood,6285.283722,tree,flux,umol_m2_s
Saltwater,0_preflood,4232.247060000001,tree,flux,umol_m2_s
Saltwater,1_flood,4540.2192864,tree,flux,umol_m2_s
Saltwater,1_flood,4473.3848538,tree,flux,umol_m2_s
Saltwater,1_flood,5921.4914526,tree,flux,umol_m2_s
Saltwater,2_postflood,5901.5036502,tree,flux,umol_m2_s
Saltwater,2_postflood,5307.3196992,tree,flux,umol_m2_s
Saltwater,0_preflood,5909.195046,tree,flux,umol_m2_s
Saltwater,0_preflood,5998.0900848,tree,flux,umol_m2_s
Saltwater,1_flood,6980.374596,tree,flux,umol_m2_s
Saltwater,1_flood,4812.599123999999,tree,flux,umol_m2_s
Saltwater,1_flood,8524.583381999999,tree,flux,umol_m2_s
Saltwater,2_postflood,7958.944632,tree,flux,umol_m2_s
Saltwater,2_postflood,7523.569728,tree,flux,umol_m2_s
Control,0_preflood,4258.9890636,tree,flux,umol_m2_s
Control,0_preflood,5701.1902428,tree,flux,umol_m2_s
Control,1_flood,4270.4723166,tree,flux,umol_m2_s
Control,1_flood,3804.5796576,tree,flux,umol_m2_s
Control,1_flood,5023.0751040000005,tree,flux,umol_m2_s
Control,2_postflood,4696.5752219999995,tree,flux,umol_m2_s
Control,2_postflood,4166.6630898,tree,flux,umol_m2_s
Control,0_preflood,2167.9866714,tree,flux,umol_m2_s
Control,0_preflood,2243.6661192,tree,flux,umol_m2_s
Control,1_flood,2127.3522576,tree,flux,umol_m2_s
Control,1_flood,1813.4262437999998,tree,flux,umol_m2_s
Control,1_flood,2281.2563166,tree,flux,umol_m2_s
Control,2_postflood,2004.5865336,tree,flux,umol_m2_s
Control,2_postflood,1712.2117554,tree,flux,umol_m2_s
Freshwater,0_preflood,1436.9213982,tree,flux,umol_m2_s
Freshwater,0_preflood,1406.461029,tree,flux,umol_m2_s
Freshwater,1_flood,1501.3379238,tree,flux,umol_m2_s
Freshwater,1_flood,1194.2626728,tree,flux,umol_m2_s
Freshwater,1_flood,1766.4480780000001,tree,flux,umol_m2_s
Freshwater,2_postflood,1804.9500522,tree,flux,umol_m2_s
Freshwater,2_postflood,1467.6100764,tree,flux,umol_m2_s
Freshwater,0_preflood,4108.3575354,tree,flux,umol_m2_s
Freshwater,0_preflood,4011.9085626,tree,flux,umol_m2_s
Freshwater,1_flood,4794.8525496,tree,flux,umol_m2_s
Freshwater,1_flood,3623.5631958,tree,flux,umol_m2_s
Freshwater,1_flood,4754.7063882,tree,flux,umol_m2_s
Freshwater,2_postflood,4637.718885,tree,flux,umol_m2_s
Freshwater,2_postflood,3888.3232482,tree,flux,umol_m2_s
Saltwater,0_preflood,4554.2547606,tree,flux,umol_m2_s
Saltwater,0_preflood,5419.7960274,tree,flux,umol_m2_s
Saltwater,1_flood,4429.213880400001,tree,flux,umol_m2_s
Saltwater,1_flood,4621.677012,tree,flux,umol_m2_s
Saltwater,1_flood,5676.074867400001,tree,flux,umol_m2_s
Saltwater,2_postflood,5581.9751622,tree,flux,umol_m2_s
Saltwater,2_postflood,4394.3956878,tree,flux,umol_m2_s
Saltwater,0_preflood,4293.9580968,tree,flux,umol_m2_s
Saltwater,0_preflood,4895.299638,tree,flux,umol_m2_s
Saltwater,1_flood,4994.2918242,tree,flux,umol_m2_s
Saltwater,1_flood,3361.1088522,tree,flux,umol_m2_s
Saltwater,1_flood,5515.1251602,tree,flux,umol_m2_s
Saltwater,2_postflood,4939.3571856,tree,flux,umol_m2_s
Saltwater,2_postflood,4369.092066,tree,flux,umol_m2_s
Control,0_preflood,796.0783368,tree,flux,umol_m2_s
Control,0_preflood,907.2412404,tree,flux,umol_m2_s
Control,1_flood,882.023106,tree,flux,umol_m2_s
Control,1_flood,776.865588,tree,flux,umol_m2_s
Control,1_flood,945.5756856,tree,flux,umol_m2_s
Control,2_postflood,901.595421,tree,flux,umol_m2_s
Control,2_postflood,636.2899098,tree,flux,umol_m2_s
Control,0_preflood,30830.1060389298,tree,conc,ppm
Control,0_preflood,43632.8654468326,tree,conc,ppm
Control,0_preflood,60328.4245482039,tree,conc,ppm
Control,0_preflood,62406.5101457756,tree,conc,ppm
Control,0_preflood,32406.230968041298,tree,conc,ppm
Control,0_preflood,31134.0448021751,tree,conc,ppm
Control,0_preflood,25983.8967739207,tree,conc,ppm
Control,0_preflood,3155.341184494,tree,conc,ppm
Freshwater,0_preflood,53124.8943326339,tree,conc,ppm
Freshwater,0_preflood,45548.2084503217,tree,conc,ppm
Freshwater,0_preflood,34484.0008670793,tree,conc,ppm
Freshwater,0_preflood,34208.7117457603,tree,conc,ppm
Freshwater,0_preflood,38034.4255008339,tree,conc,ppm
Freshwater,0_preflood,34534.3547831921,tree,conc,ppm
Freshwater,0_preflood,40804.8379826402,tree,conc,ppm
Freshwater,0_preflood,49630.5851132307,tree,conc,ppm
Freshwater,0_preflood,4088.62497451619,tree,conc,ppm
Saltwater,0_preflood,56984.0721322715,tree,conc,ppm
Saltwater,0_preflood,87158.2222773985,tree,conc,ppm
Saltwater,0_preflood,55671.3976294682,tree,conc,ppm
Saltwater,0_preflood,29424.3004687078,tree,conc,ppm
Saltwater,0_preflood,73998.4867526018,tree,conc,ppm
Saltwater,0_preflood,41487.457136966,tree,conc,ppm
Saltwater,0_preflood,31265.3753921622,tree,conc,ppm
Saltwater,0_preflood,64290.9936176031,tree,conc,ppm
Saltwater,0_preflood,34247.6215900293,tree,conc,ppm
Saltwater,0_preflood,5214.72164394847,tree,conc,ppm
Control,0_preflood,55348.990502006,tree,conc,ppm
Control,0_preflood,63515.2433958586,tree,conc,ppm
Control,0_preflood,85842.4697138924,tree,conc,ppm
Control,0_preflood,93471.4037035191,tree,conc,ppm
Control,0_preflood,65510.1424298206,tree,conc,ppm
Control,0_preflood,66059.7735768578,tree,conc,ppm
Control,0_preflood,31948.8627174554,tree,conc,ppm
Control,0_preflood,3331.18526772186,tree,conc,ppm
Saltwater,0_preflood,50099.5552849272,tree,conc,ppm
Saltwater,0_preflood,55898.1481012428,tree,conc,ppm
Saltwater,0_preflood,127154.227351329,tree,conc,ppm
Saltwater,0_preflood,20328.5521672365,tree,conc,ppm
Saltwater,0_preflood,14202.8167454544,tree,conc,ppm
Saltwater,0_preflood,75078.9649839256,tree,conc,ppm
Saltwater,0_preflood,71948.8929476896,tree,conc,ppm
Saltwater,0_preflood,126908.613892171,tree,conc,ppm
Saltwater,0_preflood,70658.7908900403,tree,conc,ppm
Saltwater,0_preflood,949.160906904948,tree,conc,ppm
Freshwater,0_preflood,33827.5846910442,tree,conc,ppm
Freshwater,0_preflood,39261.8613995591,tree,conc,ppm
Freshwater,0_preflood,90188.3757277429,tree,conc,ppm
Freshwater,0_preflood,74129.0280962548,tree,conc,ppm
Freshwater,0_preflood,66099.2358935606,tree,conc,ppm
Freshwater,0_preflood,69850.6815685996,tree,conc,ppm
Freshwater,0_preflood,32997.7710954169,tree,conc,ppm
Freshwater,0_preflood,3247.36730704502,tree,conc,ppm
Control,0_preflood,49074.8269776976,tree,conc,ppm
Control,0_preflood,52798.5273343268,tree,conc,ppm
Control,0_preflood,142828.889532462,tree,conc,ppm
Control,0_preflood,83765.8961356441,tree,conc,ppm
Control,0_preflood,78505.5513008963,tree,conc,ppm
Control,0_preflood,42049.6231383779,tree,conc,ppm
Control,0_preflood,85437.1871843701,tree,conc,ppm
Control,0_preflood,23376.5736086154,tree,conc,ppm
Control,0_preflood,16424.0851821362,tree,conc,ppm
Control,0_preflood,58659.3896092712,tree,conc,ppm
Control,0_preflood,56701.2194764094,tree,conc,ppm
Control,0_preflood,30995.5826961772,tree,conc,ppm
Saltwater,0_preflood,64437.3339396042,tree,conc,ppm
Saltwater,0_preflood,109187.338708522,tree,conc,ppm
Saltwater,0_preflood,113165.699627906,tree,conc,ppm
Saltwater,0_preflood,55318.8211694054,tree,conc,ppm
Saltwater,0_preflood,57948.1210018252,tree,conc,ppm
Saltwater,0_preflood,53820.9284128374,tree,conc,ppm
Saltwater,0_preflood,28140.395230515,tree,conc,ppm
Saltwater,0_preflood,58418.6456578362,tree,conc,ppm
Saltwater,0_preflood,78434.8495456421,tree,conc,ppm
Saltwater,0_preflood,64823.0164893103,tree,conc,ppm
Saltwater,0_preflood,94594.0041966561,tree,conc,ppm
Saltwater,0_preflood,54775.8943361784,tree,conc,ppm
Freshwater,0_preflood,86363.1116905213,tree,conc,ppm
Freshwater,0_preflood,91469.076110315393,tree,conc,ppm
Freshwater,0_preflood,63545.999595992,tree,conc,ppm
Freshwater,0_preflood,21247.6005644846,tree,conc,ppm
Freshwater,0_preflood,47448.910346584,tree,conc,ppm
Freshwater,0_preflood,9932.50060319984,tree,conc,ppm
Freshwater,0_preflood,38416.0451457247,tree,conc,ppm
Freshwater,0_preflood,29918.5443751569,tree,conc,ppm
Freshwater,0_preflood,60686.4715795325,tree,conc,ppm
Freshwater,0_preflood,55701.7740943832,tree,conc,ppm
Freshwater,0_preflood,57372.5729156993,tree,conc,ppm
Freshwater,0_preflood,57646.027615926,tree,conc,ppm
Control,0_preflood,8358.35734602866,tree,conc,ppm
Control,0_preflood,59587.3725209551,tree,conc,ppm
Control,0_preflood,121813.374506469,tree,conc,ppm
Control,0_preflood,114280.147232086,tree,conc,ppm
Control,0_preflood,126964.579100036,tree,conc,ppm
Control,0_preflood,51273.696314048,tree,conc,ppm
Control,0_preflood,91061.8250504622,tree,conc,ppm
Control,0_preflood,22206.3700632665,tree,conc,ppm
Control,0_preflood,17341.8655620492,tree,conc,ppm
Control,0_preflood,55284.3205027592,tree,conc,ppm
Control,0_preflood,397220.20389322,tree,conc,ppm
Saltwater,0_preflood,56754.2010449037,tree,conc,ppm
Saltwater,0_preflood,120573.76689631,tree,conc,ppm
Saltwater,0_preflood,159541.755271776,tree,conc,ppm
Saltwater,0_preflood,64045.0734417828,tree,conc,ppm
Saltwater,0_preflood,62228.799046839304,tree,conc,ppm
Saltwater,0_preflood,125261.4275135,tree,conc,ppm
Saltwater,0_preflood,58489.7053966612,tree,conc,ppm
Saltwater,0_preflood,54516.3562472708,tree,conc,ppm
Saltwater,0_preflood,79301.5725187545,tree,conc,ppm
Saltwater,0_preflood,72897.9624023686,tree,conc,ppm
Saltwater,0_preflood,116189.005128055,tree,conc,ppm
Saltwater,0_preflood,64674.8560389011,tree,conc,ppm
Freshwater,0_preflood,92026.367034325,tree,conc,ppm
Freshwater,0_preflood,57942.6170044225,tree,conc,ppm
Freshwater,0_preflood,52015.125037343,tree,conc,ppm
Freshwater,0_preflood,40500.8519667948,tree,conc,ppm
Freshwater,0_preflood,89794.6527053439,tree,conc,ppm
Freshwater,0_preflood,43012.0172208153,tree,conc,ppm
Freshwater,0_preflood,62285.2709551499,tree,conc,ppm
Freshwater,0_preflood,64666.846156502,tree,conc,ppm
Freshwater,0_preflood,66025.9755313971,tree,conc,ppm
Freshwater,0_preflood,66828.1719658536,tree,conc,ppm
Control,1_flood,78907.4293401862,tree,conc,ppm
Control,1_flood,251082.126514997,tree,conc,ppm
Control,1_flood,124998.856165076,tree,conc,ppm
Control,1_flood,161237.163476899,tree,conc,ppm
Control,1_flood,40854.637663882,tree,conc,ppm
Control,1_flood,95500.1582802979,tree,conc,ppm
Control,1_flood,30518.8781324403,tree,conc,ppm
Control,1_flood,25028.6629824088,tree,conc,ppm
Control,1_flood,66647.2071846187,tree,conc,ppm
Control,1_flood,64414.5543620435,tree,conc,ppm
Control,1_flood,54445.2447085807,tree,conc,ppm
Saltwater,1_flood,59715.4384339554,tree,conc,ppm
Saltwater,1_flood,108718.217997645,tree,conc,ppm
Saltwater,1_flood,131349.484189481,tree,conc,ppm
Saltwater,1_flood,55466.7267441016,tree,conc,ppm
Saltwater,1_flood,59708.1304615453,tree,conc,ppm
Saltwater,1_flood,113644.912256738,tree,conc,ppm
Saltwater,1_flood,52805.1452586569,tree,conc,ppm
Saltwater,1_flood,54805.6914973839,tree,conc,ppm
Saltwater,1_flood,77762.9470597356,tree,conc,ppm
Saltwater,1_flood,66235.5396835768,tree,conc,ppm
Saltwater,1_flood,120123.676386346,tree,conc,ppm
Saltwater,1_flood,68787.2774119367,tree,conc,ppm
Freshwater,1_flood,32781.6595283874,tree,conc,ppm
Freshwater,1_flood,51223.7538301281,tree,conc,ppm
Freshwater,1_flood,54853.3054035162,tree,conc,ppm
Freshwater,1_flood,36886.9914896056,tree,conc,ppm
Freshwater,1_flood,79126.6685124902,tree,conc,ppm
Freshwater,1_flood,41647.0819114224,tree,conc,ppm
Freshwater,1_flood,61757.1424559493,tree,conc,ppm
Freshwater,1_flood,62216.4238631235,tree,conc,ppm
Freshwater,1_flood,56611.747034791,tree,conc,ppm
Freshwater,1_flood,63464.1592752338,tree,conc,ppm
Control,1_flood,69743.4561088133,tree,conc,ppm
Control,1_flood,250310.658261886,tree,conc,ppm
Control,1_flood,132570.408758025,tree,conc,ppm
Control,1_flood,171627.082705711,tree,conc,ppm
Control,1_flood,28693.0955529445,tree,conc,ppm
Control,1_flood,113427.511286083,tree,conc,ppm
Control,1_flood,52002.3443140199,tree,conc,ppm
Control,1_flood,24175.6029146322,tree,conc,ppm
Control,1_flood,79786.2690652378,tree,conc,ppm
Control,1_flood,78367.4463971946,tree,conc,ppm
Saltwater,1_flood,114536.215885655,tree,conc,ppm
Saltwater,1_flood,104039.725795377,tree,conc,ppm
Saltwater,1_flood,177279.32860599,tree,conc,ppm
Saltwater,1_flood,56912.2705873377,tree,conc,ppm
Saltwater,1_flood,69075.7405682974,tree,conc,ppm
Saltwater,1_flood,108220.379190025,tree,conc,ppm
Saltwater,1_flood,55032.7318181502,tree,conc,ppm
Saltwater,1_flood,66495.3986289088,tree,conc,ppm
Saltwater,1_flood,86453.1574416737,tree,conc,ppm
Saltwater,1_flood,69237.9506552904,tree,conc,ppm
Saltwater,1_flood,123224.677734317,tree,conc,ppm
Saltwater,1_flood,77159.9720846199,tree,conc,ppm
Freshwater,1_flood,85720.0736571457,tree,conc,ppm
Freshwater,1_flood,59314.441469316,tree,conc,ppm
Freshwater,1_flood,49421.5988669522,tree,conc,ppm
Freshwater,1_flood,45986.6276632573,tree,conc,ppm
Freshwater,1_flood,75120.5546061408,tree,conc,ppm
Freshwater,1_flood,50390.8691463059,tree,conc,ppm
Freshwater,1_flood,64272.1161513258,tree,conc,ppm
Freshwater,1_flood,56034.6862195099,tree,conc,ppm
Freshwater,1_flood,70477.5262454458,tree,conc,ppm
Freshwater,1_flood,67260.7181935773,tree,conc,ppm
Control,1_flood,52512.0962718902,tree,conc,ppm
Control,1_flood,68172.5277695963,tree,conc,ppm
Control,1_flood,117891.387837403,tree,conc,ppm
Control,1_flood,106385.166049725,tree,conc,ppm
Control,1_flood,116739.695842114,tree,conc,ppm
Control,1_flood,46507.9667354343,tree,conc,ppm
Control,1_flood,102453.245232188,tree,conc,ppm
Control,1_flood,26534.017769119,tree,conc,ppm
Control,1_flood,20835.9075230436,tree,conc,ppm
Control,1_flood,59730.812662019,tree,conc,ppm
Control,1_flood,64874.3006898223,tree,conc,ppm
Control,1_flood,50084.1030711479,tree,conc,ppm
Saltwater,1_flood,82697.659621935,tree,conc,ppm
Saltwater,1_flood,115042.569972062,tree,conc,ppm
Saltwater,1_flood,131211.164317341,tree,conc,ppm
Saltwater,1_flood,52381.0006102795,tree,conc,ppm
Saltwater,1_flood,61237.7009974538,tree,conc,ppm
Saltwater,1_flood,100796.539446021,tree,conc,ppm
Saltwater,1_flood,56369.4750350464,tree,conc,ppm
Saltwater,1_flood,59263.3718626726,tree,conc,ppm
Saltwater,1_flood,71442.5427523998,tree,conc,ppm
Saltwater,1_flood,62830.3040678738,tree,conc,ppm
Saltwater,1_flood,115151.190859174,tree,conc,ppm
Saltwater,1_flood,67631.2782578392,tree,conc,ppm
Freshwater,1_flood,108501.720388958,tree,conc,ppm
Freshwater,1_flood,64070.1265128735,tree,conc,ppm
Freshwater,1_flood,56437.071909592,tree,conc,ppm
Freshwater,1_flood,46434.3737118384,tree,conc,ppm
Freshwater,1_flood,25242.0417687105,tree,conc,ppm
Freshwater,1_flood,72252.9719049766,tree,conc,ppm
Freshwater,1_flood,39699.9218486073,tree,conc,ppm
Freshwater,1_flood,55312.6429804886,tree,conc,ppm
Freshwater,1_flood,55856.9121356523,tree,conc,ppm
Control,2_postflood,33718.7847398047,tree,conc,ppm
Control,2_postflood,72623.4390132072,tree,conc,ppm
Control,2_postflood,103195.818683641,tree,conc,ppm
Control,2_postflood,101092.809601975,tree,conc,ppm
Control,2_postflood,118412.62142715,tree,conc,ppm
Control,2_postflood,32315.0819333508,tree,conc,ppm
Control,2_postflood,87588.3172210773,tree,conc,ppm
Control,2_postflood,21613.1637359104,tree,conc,ppm
Control,2_postflood,17605.9675220224,tree,conc,ppm
Control,2_postflood,54166.7314454351,tree,conc,ppm
Control,2_postflood,63875.4889264347,tree,conc,ppm
Saltwater,2_postflood,29589.6380700517,tree,conc,ppm
Saltwater,2_postflood,115898.595740078,tree,conc,ppm
Saltwater,2_postflood,110418.072370332,tree,conc,ppm
Saltwater,2_postflood,73179.6573287087,tree,conc,ppm
Saltwater,2_postflood,73810.8059384574,tree,conc,ppm
Saltwater,2_postflood,120612.647337696,tree,conc,ppm
Saltwater,2_postflood,52039.7377675673,tree,conc,ppm
Saltwater,2_postflood,54887.6497398867,tree,conc,ppm
Saltwater,2_postflood,79002.349434189,tree,conc,ppm
Saltwater,2_postflood,69839.3709300565,tree,conc,ppm
Saltwater,2_postflood,105286.662916156,tree,conc,ppm
Saltwater,2_postflood,66828.0962494383,tree,conc,ppm
Freshwater,2_postflood,101403.315219702,tree,conc,ppm
Freshwater,2_postflood,52993.6862574849,tree,conc,ppm
Freshwater,2_postflood,50181.7511794673,tree,conc,ppm
Freshwater,2_postflood,35388.9926457752,tree,conc,ppm
Freshwater,2_postflood,76651.513904364,tree,conc,ppm
Freshwater,2_postflood,44418.0715337051,tree,conc,ppm
Freshwater,2_postflood,62547.1046540948,tree,conc,ppm
Freshwater,2_postflood,47705.8161370818,tree,conc,ppm
Freshwater,2_postflood,57222.0497820272,tree,conc,ppm
Freshwater,2_postflood,62465.358593301,tree,conc,ppm
Control,2_postflood,37717.3340285696,tree,conc,ppm
Control,2_postflood,71007.6587963118,tree,conc,ppm
Control,2_postflood,200029.249492956,tree,conc,ppm
Control,2_postflood,109140.15862155,tree,conc,ppm
Control,2_postflood,125879.097005184,tree,conc,ppm
Control,2_postflood,43778.8408872879,tree,conc,ppm
Control,2_postflood,98350.532790134,tree,conc,ppm
Control,2_postflood,22686.6658897352,tree,conc,ppm
Control,2_postflood,17998.0432137944,tree,conc,ppm
Control,2_postflood,68969.3661841109,tree,conc,ppm
Control,2_postflood,73741.5915712563,tree,conc,ppm
Saltwater,2_postflood,118327.812883388,tree,conc,ppm
Saltwater,2_postflood,123622.976332082,tree,conc,ppm
Saltwater,2_postflood,184715.976976501,tree,conc,ppm
Saltwater,2_postflood,74710.5141913574,tree,conc,ppm
Saltwater,2_postflood,66200.7688703743,tree,conc,ppm
Saltwater,2_postflood,94746.6619412814,tree,conc,ppm
Saltwater,2_postflood,55040.1615489946,tree,conc,ppm
Saltwater,2_postflood,61423.5344130453,tree,conc,ppm
Saltwater,2_postflood,85766.1083511019,tree,conc,ppm
Saltwater,2_postflood,68623.2084047912,tree,conc,ppm
Saltwater,2_postflood,117665.906370288,tree,conc,ppm
Saltwater,2_postflood,62177.6876080211,tree,conc,ppm
